object_annotation_hierarchy2;Type;Sub_type;Value
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Scyphozoa>Semaeostomeae>Pelagiidae>Pelagia>Pelagia noctiluca;living;cnidaria;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Ctenophora;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Ctenophora>Cyclocoela>Beroida>Beroidae>Beroe;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Ctenophora>Cyclocoela>Cestida>Cestidae;living;other;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Ctenophora>part;non_living;detritus;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Asteroidea>brachiolaria;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Echinoidea>pluteus;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Holothuroidea;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Holothuroidea>larvae;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Ophiuroidea;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Ophiuroidea>ophiopluteus;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Ophiuroidea>pluteus;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Hemichordata>Hemichordata X>Hemichordata XX>Enteropneusta;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia>Heterodonta>Veneroida>Montacutona;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia>Pteriomorphia>Limoida>Lima;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Cephalopoda;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>egg;living;mollusca;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Atlanta;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Caenogastropoda>Hemiaclis;living;mollusca;25
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Caenogastropoda>Hypsogastropoda>Etrema;living;mollusca;35
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Firola;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Firola>Firola coronata;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Cavoliniidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Creseidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Cuvierinidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Bullidae>Bulla;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Gymnosomata;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Cavolinia;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Cavolinia>Cavolinia inflexa;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Cavolinia>Cavolinia inflexa>egg;living;mollusca;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Diacavolinia;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Diacavolinia>Diacavolinia angulata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Diacria;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Diacria>Diacria quadridentata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cavoliniidae>Diacria>Diacria trispinosa;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cliidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cliidae>Clio>Clio pyramidata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Creseis;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Creseis>Creseis acicula;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Creseis>Creseis conica;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Creseis>Creseis virgula;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Hyalocylis>Hyalocylis striata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Creseidae>Styliola>Styliola subula;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cuvierinidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cuvierinidae>Cuvierina;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Cymbulia peroni;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Limacinidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Limacinidae>Limacina;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Limacinidae>Limacina>Limacina bulimoides;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Limacinidae>Limacina>Limacina inflata;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Thecosomata>Limacinidae>Limacina>Limacina trochiformis;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Nudipleura>Nudibranchia>Cladobranchia>Glaucidae;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Limacidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Gymnosomata;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Limacinidae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Heterobranchia>Limacinidae>Limacina;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda>Nudibranchia;living;mollusca;3
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>part;non_living;detritus;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Scaphopoda>Gadilida>Siphonodentaliidae>Siphonodentalium>Siphonodentalium lobatum;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>veliger;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Nemertea;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Phoronida;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Poecilosclerida>Crella;living;other;35
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Rotifera;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>trochozoa;living;other;35
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Coccolithales;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Coccolithales>Coccolithaceae;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Phaeocystales>Phaeocystaceae>Phaeocystis;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Phaeocystales>Phaeocystaceae>Phaeocystis>Phaeocystis environmental1;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Phaeocystales>Phaeocystaceae>Phaeocystis>Phaeocystis pouchetii;living;coccolithophyceae;1
living>Eukaryota>Orphans>Haptophyta>Prymnesiophyceae>Zygodiscales>Pontosphaeraceae>Scyphosphaera;living;coccolithophyceae;1
living>Eukaryota>Orphans>Katablepharidida>Leucocryptos lineage>Leucocryptos>Leucocryptos marina;living;other;35
living>Eukaryota>Pteropoda;living;mollusca;2
living>other;living;other_unidentified;35
living>other>egg;living;other;-1
living>other>egg>egg sac;living;other;-1
living>other>egg>like;living;other;-1
living>other>gelatinous;living;other;3
living>other>multiple;living;other;35
living>other>othertocheck;living;other_unidentified;35
living>other>othertocheck>crumple flat;living;other_unidentified;-1
living>other>othertocheck>crumple sphere;living;other_unidentified;35
living>other>othertocheck>cylinder;living;other_unidentified;35
living>other>othertocheck>darkrods;living;other_unidentified;1
living>other>othertocheck>darksphere;living;other_unidentified;35
living>other>othertocheck>disk;living;other_unidentified;35
living>other>othertocheck>lightrods;living;other_unidentified;35
living>other>othertocheck>lightsphere;living;other_unidentified;35
living>other>othertocheck>ootolith;non_living;detritus;-1
living>other>othertocheck>othersphere;living;other_unidentified;35
not-living;non_living;detritus;-1
not-living>artefact;non_living;detritus;-1
not-living>artefact>badfocus;non_living;detritus;-1
not-living>artefact>bead;non_living;detritus;-1
not-living>artefact>bubble;non_living;detritus;-1
not-living>artefact>dry;non_living;detritus;-1
not-living>artefact>ghost;non_living;detritus;-1
not-living>cristal;non_living;detritus;-1
not-living>detritus;non_living;detritus;-1
not-living>detritus>borax;non_living;detritus;-1
not-living>detritus>dark;non_living;detritus;-1
not-living>detritus>fiber;non_living;detritus;-1
not-living>detritus>fluffy;non_living;detritus;-1
not-living>detritus>large;non_living;detritus;-1
not-living>detritus>light;non_living;detritus;-1
not-living>detritus>ovoid;non_living;detritus;-1
not-living>detritus>pollen;non_living;detritus;-1
not-living>detritus>small;non_living;detritus;-1
not-living>detritus>sphere;non_living;detritus;-1
not-living>detritus>transparent;non_living;detritus;-1
not-living>feces;non_living;detritus;-1
not-living>geometric>disc>light;non_living;detritus;-1
not-living>geometric>rectangle;non_living;detritus;-1
not-living>molt;non_living;detritus;-1
not-living>plastic;non_living;plastics;-1
not-living>plastic>fiber;non_living;plastics;-1
not-living>plastic>filament;non_living;plastics;-1
not-living>plastic>film;non_living;plastics;-1
not-living>plastic>fragment;non_living;plastics;-1
not-living>plastic>multiple;non_living;plastics;-1
not-living>plastic>other;non_living;plastics;-1
not-living>plastic>other>pollen;non_living;plastics;-1
not-living>plastic>other>rods;non_living;plastics;1
not-living>plastic>other>rods>darkrods;non_living;plastics;1
not-living>plastic>other>rods>lightrods;non_living;plastics;1
not-living>plastic>other>rods>rods a;non_living;plastics;1
not-living>plastic>other>rods>rods b;non_living;plastics;1
not-living>plastic>other>silks;non_living;plastics;1
not-living>plastic>other>tubes;non_living;plastics;1
not-living>plastic>pellet;non_living;plastics;-1
not-living>plastic>polystyrene;non_living;plastics;-1
temporary;living;other_unidentified;35
living>other>unicellular>cyst;living;other;-1
living>Eukaryota>Harosa;living;other;15
living>other>seaweed;living;other;-1
living>other>part;living;other;35
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>Echinoidea>echinopluteus;living;other;2
living>Eukaryota>Diatoms>part diatom;living;bacillariophyta;-1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Synedra;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Mediophyceae>Amphitetras;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Mediophyceae>Biddulphia;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Mediophyceae>Chaetoceros>Chaetoceros inter ciliate;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Rhizosolenia>Rhizosolenia inter. Richelia>rhizosolenia inter richelia tmp i;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Rhizosolenia>rhizosolenia tmp i;living;bacillariophyta;1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Annelida>Polychaeta>larvae;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Annelida>larvae>trochophore;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Echinodermata>larvae;living;other;2
living>larvae;living;other;2
not-living>detritus>aggregates;non_living;detritus;-1
living>Bacteria>Cyanobacteria>Cyanophyceae>Trichodesmium;living;cyanobacteria;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Rhizosolenia;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Coscinodiscophycidae>Chaetocerotales>Chaetoceros;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Thalassionema;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Coscinodiscophycidae;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Mediophyceae>Planktoniella>Planktoniella sol;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Pseudosolenia>Pseudosolenia calcar-avis;living;bacillariophyta;1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Cyclopoida>Oithonidae;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Tunicata>Appendicularia;living;tunicata;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>nauplii;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>part;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>veliger;living;mollusca;2
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Cyttarocylididae>Epiplocylis;living;ciliophora;15
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Rhabdonellidae>Rhabdonellopsis;living;ciliophora;15
living>Eukaryota>Harosa>Alveolata>Ciliophora;living;ciliophora;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Dinophysiales>Dinophysaceae Oxyphysaceae>Ornithocercus;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Rhabdonellidae>Rhabdonella;living;ciliophora;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Pyrophacaceae>Pyrophacus;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Tintinnidiidae>Eutintinnus;living;ciliophora;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Cladopyxidaceae>Cladopyxis;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Pyrocystaceae>Pyrocystis>Pyrocystis noctiluca;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Peridiniales>Protoperidiniaceae>Protoperidinium;living;dinoflagellata;15
living>Eukaryota>Harosa>Rhizaria>Retaria>Acantharea;living;rhizaria;15
living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Spumellaria;living;rhizaria;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium>Neoceratium pentagonum;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium>Neoceratium candelabrum;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratocoryaceae>Ceratocorys>Ceratocorys horrida;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium>Neoceratium furca;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium>Neoceratium fusus;living;dinoflagellata;15
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gonyaulacales>Ceratiaceae>Neoceratium>Neoceratium teres;living;dinoflagellata;15
living>other>egg>egg sac;living;other;-1
living>duplicate;living;other;35
living>multiple organisms;living;other;35
living>other>othertocheck;living;other;35
living>other>badfocus;living;other;35
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Coscinodiscophycidae>Chaetocerotales>Chaetoceros>Chaetoceros convolutus;living;bacillariophyta;1
living>Eukaryota>Excavata>Discoba>Euglenozoa>Euglenida>Eutreptiales>Eutreptiella;living;other;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Asteroplanus;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Pennales;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Thalassiothrix;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophyceae>Leptocylindrales>Leptocylindracea;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Coscinodiscophytina incertae sedis>Proboscia>Proboscia alata;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Neocalyptrella>Neocalyptrella robusta;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Rhizosolenids>Pseudosolenia;living;bacillariophyta;1
living>multiple organisms>multiple-diatoms;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>Coscinodiscophycidae>Chaetocerotales>Chaetoceros>Chaetoceros tortissimus;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>diatom-centric;living;bacillariophyta;1
living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophytina>Bacillariophyceae>centric diatoms;living;bacillariophyta;1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Annelida>Polychaeta larvae;living;other;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia>Bivalvia larvae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Gastropoda larvae;living;mollusca;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>nauplii>multiple;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Cyclopoida>nauplii;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Harpacticoida>Microsetella>nauplii;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Harpacticoida>nauplii;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Temoridae>Temora>nauplii;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>cnidaria na;living;cnidaria;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>planula stage;living;cnidaria;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Paracalanidae>Calocalanus;living;copepoda;2
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>nauplii;living;copepoda;2
living>Eukaryota>Dinoflagellates;living;dinoflagellata;1,5
living>multiple organisms>multiple-dinos;living;dinoflagellata;1,5
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Prostomatea>Prostomatea X>Colepidae>Tiarina;living;ciliophora;1,5
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Metacylididae>Climacocylis;living;ciliophora;1,5
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Tintinnidiidae>Leprotintinnus;living;ciliophora;1,5
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Undellidae>Proplectella;living;ciliophora;1,5
living>Eukaryota>Harosa>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia>Xystonellidae>Xystonella;living;ciliophora;1,5
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gymnodiniales>Chytriodinium lineage>Dissodinium>Dissodinium pseudolunula;living;dinoflagellata;1,5
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Gymnodiniales>Gymnodiniaceae>Gyrodinium>Gyrodinium instriatum>Gyrodinium falcatum;living;dinoflagellata;1,5
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Peridiniales>Diplopsalid group>Diplopsalis;living;dinoflagellata;1,5
living>Eukaryota>Harosa>Alveolata>Myzozoa>Holodinophyta>Dinophyceae>Peridiniales>Oceanica group>Protoperidinium(Oceanica)>Protoperidinium depressum;living;dinoflagellata;1,5
living>temporary>Ptychodiscus noctiluca;living;dinoflagellata;1,5
living>Eukaryota>Protista>Radiolaria;living;rhizaria;1,5
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>cut;non_living;crustacea;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>cut;non_living;crustacea;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>crustaceae broken;non_living;crustacea;-1
living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>egg;living;crustacea;-1
;;;
;;;
;;;
;;;
;;;
